role,seniority,seniority_level,workplace,loc_factor,required_exp,candidate_exp,exp_gap,n_required,n_matched,n_missing,match_ratio,n_extra_skills,avg_skill_demand,salary_expected,salary_gap_ratio,workplace_match,job_salary,fit
Data / Python,Pleno,2,ONSITE,1.1,3,0,-3,5,0,5,0.0,0,1.0,16100.0,-0.1056,1,18000.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,6,6,0,5,3,2,0.6,0,1.12,35400.0,0.18,1,30000.0,0
Frontend React,Senior,3,HYBRID,1.05,12,11,-1,5,3,2,0.6,4,0.97,12200.0,-0.2989,1,17400.0,1
Fullstack,Senior,3,REMOTE,1.0,12,9,-3,5,5,0,1.0,2,0.99,20900.0,-0.0873,1,22900.0,1
DevOps / SRE,Pleno,2,REMOTE,1.0,3,6,3,5,2,3,0.4,1,1.12,18700.0,0.0747,1,17400.0,0
Fullstack,Pleno,2,ONSITE,1.1,5,2,-3,5,2,3,0.4,0,0.99,19100.0,0.1718,1,16300.0,0
Frontend React,Pleno,2,ONSITE,1.1,4,6,2,5,4,1,0.8,4,0.97,13500.0,0.08,1,12500.0,1
Data / Python,Senior,3,HYBRID,1.05,7,10,3,5,3,2,0.6,2,1.0,27200.0,0.1148,1,24400.0,1
Backend Node.js,Pleno,2,ONSITE,1.1,5,6,1,5,1,4,0.2,2,0.99,13900.0,-0.1726,1,16800.0,0
Fullstack,Senior,3,ONSITE,1.1,6,3,-3,5,3,2,0.6,0,0.99,29300.0,0.2208,1,24000.0,0
Frontend React,Pleno,2,ONSITE,1.1,5,7,2,5,2,3,0.4,3,0.97,13400.0,0.0308,1,13000.0,1
Backend Node.js,Pleno,2,ONSITE,1.1,5,4,-1,5,4,1,0.8,0,0.99,17300.0,0.0422,1,16600.0,0
Data / Python,Pleno,2,HYBRID,1.05,4,3,-1,5,2,3,0.4,0,1.0,13300.0,-0.2528,1,17800.0,0
Fullstack,Pleno,2,REMOTE,1.0,4,4,0,5,1,4,0.2,3,0.99,10700.0,-0.2721,0,14700.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,4,5,1,5,2,3,0.4,1,1.12,17700.0,-0.0733,0,19100.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,4,3,-1,5,3,2,0.6,3,1.2,23900.0,0.149,1,20800.0,1
Backend Node.js,Senior,3,ONSITE,1.1,12,15,3,5,4,1,0.8,4,0.99,19100.0,-0.1116,0,21500.0,1
Fullstack,Senior,3,ONSITE,1.1,10,11,1,5,4,1,0.8,4,0.99,17300.0,-0.2478,1,23000.0,1
Data / Python,Junior,1,REMOTE,1.0,0,0,0,5,5,0,1.0,2,1.0,7000.0,-0.2929,1,9900.0,1
Machine Learning Eng.,Junior,1,ONSITE,1.1,1,0,-1,5,5,0,1.0,4,1.2,13900.0,-0.0142,1,14100.0,1
Machine Learning Eng.,Pleno,2,ONSITE,1.1,4,7,3,5,5,0,1.0,4,1.2,25700.0,0.1843,1,21700.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,1,2,1,5,1,4,0.2,2,1.12,13300.0,0.0556,0,12600.0,0
DevOps / SRE,Pleno,2,ONSITE,1.1,4,4,0,5,3,2,0.6,3,1.12,23900.0,0.1891,1,20100.0,1
Fullstack,Pleno,2,REMOTE,1.0,5,5,0,5,2,3,0.4,2,0.99,13900.0,-0.1032,0,15500.0,0
Fullstack,Junior,1,ONSITE,1.1,1,4,3,5,2,3,0.4,2,0.99,11900.0,0.0818,0,11000.0,0
Frontend React,Junior,1,ONSITE,1.1,1,4,3,5,0,5,0.0,4,0.97,8300.0,-0.1263,1,9500.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,1,3,2,5,0,5,0.0,4,1.12,10400.0,-0.1261,1,11900.0,0
Frontend React,Junior,1,HYBRID,1.05,0,3,3,5,1,4,0.2,2,0.97,8400.0,0.0633,1,7900.0,0
Machine Learning Eng.,Senior,3,HYBRID,1.05,10,7,-3,5,3,2,0.6,0,1.2,15500.0,-0.4884,1,30300.0,0
Frontend React,Pleno,2,REMOTE,1.0,4,2,-2,5,0,5,0.0,4,0.97,11800.0,0.0442,1,11300.0,0
Fullstack,Senior,3,ONSITE,1.1,7,5,-2,5,5,0,1.0,0,0.99,24500.0,0.1611,1,21100.0,0
Data / Python,Senior,3,HYBRID,1.05,11,10,-1,5,5,0,1.0,3,1.0,18700.0,-0.2009,0,23400.0,1
DevOps / SRE,Senior,3,HYBRID,1.05,7,10,3,5,4,1,0.8,1,1.12,31500.0,0.3235,1,23800.0,1
Data / Python,Senior,3,ONSITE,1.1,12,14,2,5,2,3,0.4,3,1.0,20300.0,-0.1435,1,23700.0,1
Data / Python,Junior,1,ONSITE,1.1,1,2,1,5,0,5,0.0,1,1.0,10600.0,-0.0783,1,11500.0,0
Machine Learning Eng.,Pleno,2,REMOTE,1.0,3,3,0,5,3,2,0.6,2,1.2,20200.0,-0.0901,1,22200.0,1
Frontend React,Senior,3,HYBRID,1.05,8,9,1,5,1,4,0.2,4,0.97,18700.0,-0.0922,1,20600.0,0
Data / Python,Pleno,2,REMOTE,1.0,5,4,-1,5,2,3,0.4,3,1.0,19300.0,0.1557,0,16700.0,0
Data / Python,Junior,1,REMOTE,1.0,0,0,0,5,4,1,0.8,3,1.0,11700.0,0.0734,1,10900.0,1
Backend Node.js,Senior,3,HYBRID,1.05,7,6,-1,5,3,2,0.6,4,0.99,19200.0,-0.1193,1,21800.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,3,0,-3,5,5,0,1.0,1,1.2,18900.0,-0.0825,1,20600.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,0,1,1,5,1,4,0.2,1,1.12,14800.0,0.1935,1,12400.0,0
Fullstack,Junior,1,HYBRID,1.05,0,0,0,5,5,0,1.0,3,0.99,8600.0,-0.2321,1,11200.0,1
Frontend React,Junior,1,ONSITE,1.1,2,0,-2,5,5,0,1.0,2,0.97,9500.0,0.0795,1,8800.0,1
Data / Python,Pleno,2,HYBRID,1.05,3,5,2,5,0,5,0.0,0,1.0,15100.0,-0.142,0,17600.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,1,0,-1,5,1,4,0.2,2,1.2,12800.0,-0.0448,0,13400.0,0
Backend Node.js,Junior,1,ONSITE,1.1,0,2,2,5,3,2,0.6,0,0.99,6200.0,-0.38,1,10000.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,0,0,0,5,1,4,0.2,2,1.12,14700.0,0.3125,1,11200.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,1,3,2,5,1,4,0.2,3,1.12,10500.0,-0.0455,0,11000.0,0
Frontend React,Junior,1,REMOTE,1.0,2,4,2,5,3,2,0.6,2,0.97,4700.0,-0.3896,0,7700.0,1
Fullstack,Pleno,2,ONSITE,1.1,4,4,0,5,4,1,0.8,0,0.99,15000.0,-0.0566,1,15900.0,1
Backend Node.js,Junior,1,HYBRID,1.05,2,4,2,5,0,5,0.0,3,0.99,9700.0,-0.03,1,10000.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,11,13,2,5,3,2,0.6,3,1.12,34000.0,0.2186,1,27900.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,2,0,-2,5,0,5,0.0,1,1.12,12900.0,-0.0077,1,13000.0,0
Data / Python,Pleno,2,REMOTE,1.0,3,5,2,5,0,5,0.0,3,1.0,13500.0,-0.1401,0,15700.0,0
Frontend React,Junior,1,HYBRID,1.05,1,4,3,5,0,5,0.0,1,0.97,7800.0,-0.025,0,8000.0,0
Backend Node.js,Junior,1,HYBRID,1.05,1,0,-1,5,1,4,0.2,0,0.99,6000.0,-0.3878,1,9800.0,0
Backend Node.js,Junior,1,ONSITE,1.1,1,2,1,5,1,4,0.2,0,0.99,8600.0,-0.2252,0,11100.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,7,8,1,5,3,2,0.6,2,1.2,24800.0,-0.035,1,25700.0,1
Data / Python,Junior,1,REMOTE,1.0,2,0,-2,5,2,3,0.4,3,1.0,11900.0,0.1019,0,10800.0,0
Data / Python,Senior,3,ONSITE,1.1,8,9,1,5,0,5,0.0,4,1.0,21600.0,-0.2202,0,27700.0,0
Data / Python,Junior,1,ONSITE,1.1,2,5,3,5,5,0,1.0,2,1.0,13100.0,0.1391,0,11500.0,1
Fullstack,Senior,3,REMOTE,1.0,6,3,-3,5,3,2,0.6,1,0.99,21600.0,-0.0182,0,22000.0,0
DevOps / SRE,Senior,3,REMOTE,1.0,6,8,2,5,2,3,0.4,1,1.12,20600.0,-0.1825,0,25200.0,1
Fullstack,Senior,3,ONSITE,1.1,7,4,-3,5,1,4,0.2,1,0.99,25000.0,0.0504,1,23800.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,6,4,-2,5,1,4,0.2,2,1.2,29200.0,-0.0234,0,29900.0,0
Backend Node.js,Junior,1,HYBRID,1.05,1,0,-1,5,5,0,1.0,4,0.99,8400.0,-0.0968,1,9300.0,1
Backend Node.js,Senior,3,REMOTE,1.0,12,10,-2,5,4,1,0.8,0,0.99,20900.0,0.0663,1,19600.0,0
Frontend React,Senior,3,HYBRID,1.05,11,12,1,5,0,5,0.0,0,0.97,18700.0,-0.0556,1,19800.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,1,2,1,5,5,0,1.0,3,1.12,12000.0,0.0619,1,11300.0,1
Frontend React,Junior,1,ONSITE,1.1,2,0,-2,5,2,3,0.4,2,0.97,7000.0,-0.1566,1,8300.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,9,9,0,5,1,4,0.2,3,1.12,30600.0,0.1635,1,26300.0,0
Frontend React,Senior,3,HYBRID,1.05,9,10,1,5,2,3,0.4,1,0.97,28200.0,0.3623,1,20700.0,0
Frontend React,Pleno,2,HYBRID,1.05,5,6,1,5,4,1,0.8,4,0.97,16600.0,0.1216,1,14800.0,1
Backend Node.js,Senior,3,HYBRID,1.05,11,8,-3,5,4,1,0.8,1,0.99,14600.0,-0.3241,0,21600.0,0
DevOps / SRE,Senior,3,REMOTE,1.0,8,6,-2,5,4,1,0.8,1,1.12,21000.0,-0.1765,1,25500.0,0
Fullstack,Senior,3,HYBRID,1.05,9,9,0,5,1,4,0.2,2,0.99,20500.0,-0.0421,0,21400.0,0
Data / Python,Junior,1,ONSITE,1.1,0,3,3,5,0,5,0.0,0,1.0,10100.0,-0.1441,1,11800.0,0
Data / Python,Pleno,2,HYBRID,1.05,3,1,-2,5,2,3,0.4,2,1.0,11300.0,-0.2566,1,15200.0,0
Backend Node.js,Senior,3,REMOTE,1.0,12,12,0,5,4,1,0.8,1,0.99,13900.0,-0.2944,1,19700.0,1
Backend Node.js,Junior,1,HYBRID,1.05,0,0,0,5,3,2,0.6,4,0.99,10100.0,0.0306,1,9800.0,1
Data / Python,Senior,3,ONSITE,1.1,6,8,2,5,1,4,0.2,0,1.0,19600.0,-0.1833,1,24000.0,0
Data / Python,Senior,3,REMOTE,1.0,9,9,0,5,3,2,0.6,1,1.0,23600.0,-0.0672,0,25300.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,1,1,0,5,2,3,0.4,1,1.12,9300.0,-0.256,0,12500.0,0
Data / Python,Pleno,2,REMOTE,1.0,3,2,-1,5,1,4,0.2,3,1.0,17100.0,0.2042,1,14200.0,0
Frontend React,Junior,1,HYBRID,1.05,0,3,3,5,3,2,0.6,0,0.97,8500.0,0.0897,0,7800.0,1
DevOps / SRE,Pleno,2,ONSITE,1.1,3,6,3,5,2,3,0.4,2,1.12,14900.0,-0.2624,0,20200.0,1
Frontend React,Pleno,2,HYBRID,1.05,3,4,1,5,4,1,0.8,3,0.97,10800.0,-0.2552,0,14500.0,1
Frontend React,Senior,3,ONSITE,1.1,9,12,3,5,5,0,1.0,1,0.97,14500.0,-0.2368,1,19000.0,1
Backend Node.js,Junior,1,ONSITE,1.1,1,4,3,5,2,3,0.4,0,0.99,11800.0,0.2292,1,9600.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,1,0,-1,5,3,2,0.6,2,1.2,15300.0,0.0775,0,14200.0,1
Fullstack,Pleno,2,REMOTE,1.0,4,1,-3,5,4,1,0.8,2,0.99,18500.0,0.2416,1,14900.0,1
Frontend React,Senior,3,ONSITE,1.1,10,13,3,5,5,0,1.0,2,0.97,15800.0,-0.0814,1,17200.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,3,0,-3,5,0,5,0.0,2,1.2,20400.0,0.0049,1,20300.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,10,7,-3,5,1,4,0.2,2,1.12,18600.0,-0.306,1,26800.0,0
Data / Python,Senior,3,HYBRID,1.05,11,9,-2,5,1,4,0.2,1,1.0,15400.0,-0.2596,1,20800.0,0
Backend Node.js,Junior,1,ONSITE,1.1,2,1,-1,5,2,3,0.4,0,0.99,8200.0,-0.1277,1,9400.0,0
Machine Learning Eng.,Junior,1,ONSITE,1.1,2,5,3,5,3,2,0.6,0,1.2,16700.0,0.1361,1,14700.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,3,6,3,5,0,5,0.0,4,0.99,18100.0,0.2929,1,14000.0,0
Frontend React,Junior,1,HYBRID,1.05,1,4,3,5,3,2,0.6,0,0.97,6100.0,-0.2469,1,8100.0,1
Frontend React,Pleno,2,HYBRID,1.05,4,2,-2,5,5,0,1.0,2,0.97,10800.0,-0.1692,1,13000.0,1
Machine Learning Eng.,Pleno,2,ONSITE,1.1,5,8,3,5,2,3,0.4,4,1.2,19300.0,0.1092,1,17400.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,2,4,2,5,2,3,0.4,0,1.12,14900.0,0.1641,0,12800.0,0
Fullstack,Senior,3,REMOTE,1.0,7,10,3,5,5,0,1.0,4,0.99,16800.0,-0.087,0,18400.0,1
Data / Python,Junior,1,ONSITE,1.1,1,2,1,5,4,1,0.8,1,1.0,12300.0,0.0424,0,11800.0,1
Data / Python,Pleno,2,REMOTE,1.0,4,2,-2,5,5,0,1.0,3,1.0,19400.0,0.1975,1,16200.0,1
Fullstack,Senior,3,REMOTE,1.0,11,10,-1,5,4,1,0.8,2,0.99,19700.0,0.026,0,19200.0,0
Data / Python,Pleno,2,REMOTE,1.0,3,5,2,5,4,1,0.8,0,1.0,17700.0,0.0663,1,16600.0,1
Fullstack,Junior,1,ONSITE,1.1,0,0,0,5,5,0,1.0,2,0.99,11200.0,0.098,1,10200.0,1
DevOps / SRE,Senior,3,HYBRID,1.05,6,5,-1,5,1,4,0.2,4,1.12,21800.0,-0.1383,0,25300.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,1,0,-1,5,4,1,0.8,4,1.2,10000.0,-0.3333,1,15000.0,1
Fullstack,Pleno,2,ONSITE,1.1,4,4,0,5,3,2,0.6,3,0.99,15000.0,-0.0566,1,15900.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,8,7,-1,5,5,0,1.0,0,1.2,30900.0,0.0996,1,28100.0,1
Fullstack,Senior,3,HYBRID,1.05,6,7,1,5,0,5,0.0,0,0.99,20400.0,0.0251,1,19900.0,0
Frontend React,Pleno,2,ONSITE,1.1,3,0,-3,5,4,1,0.8,4,0.97,14400.0,0.0588,1,13600.0,1
Backend Node.js,Pleno,2,HYBRID,1.05,3,4,1,5,5,0,1.0,1,0.99,16100.0,0.0455,1,15400.0,1
Fullstack,Junior,1,HYBRID,1.05,1,1,0,5,3,2,0.6,3,0.99,10300.0,-0.0283,1,10600.0,0
DevOps / SRE,Pleno,2,ONSITE,1.1,5,5,0,5,4,1,0.8,4,1.12,23000.0,0.15,0,20000.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,1,4,3,5,1,4,0.2,2,1.12,12200.0,0.1193,1,10900.0,0
Frontend React,Senior,3,HYBRID,1.05,12,9,-3,5,4,1,0.8,2,0.97,14300.0,-0.35,1,22000.0,1
Machine Learning Eng.,Senior,3,REMOTE,1.0,12,14,2,5,4,1,0.8,2,1.2,15100.0,-0.4055,1,25400.0,1
Fullstack,Pleno,2,ONSITE,1.1,5,5,0,5,3,2,0.6,4,0.99,11300.0,-0.2416,1,14900.0,1
Data / Python,Pleno,2,HYBRID,1.05,4,6,2,5,5,0,1.0,4,1.0,15400.0,-0.061,1,16400.0,1
Frontend React,Senior,3,HYBRID,1.05,7,5,-2,5,4,1,0.8,4,0.97,20400.0,-0.0556,1,21600.0,1
Machine Learning Eng.,Pleno,2,ONSITE,1.1,3,1,-2,5,2,3,0.4,1,1.2,20200.0,0.0254,1,19700.0,0
Frontend React,Pleno,2,ONSITE,1.1,3,0,-3,5,3,2,0.6,0,0.97,11600.0,-0.1831,1,14200.0,0
Frontend React,Senior,3,ONSITE,1.1,8,6,-2,5,0,5,0.0,1,0.97,22600.0,0.1832,1,19100.0,0
Backend Node.js,Senior,3,ONSITE,1.1,10,12,2,5,3,2,0.6,0,0.99,14800.0,-0.3393,0,22400.0,1
Backend Node.js,Senior,3,HYBRID,1.05,11,11,0,5,1,4,0.2,4,0.99,10800.0,-0.413,1,18400.0,0
Frontend React,Senior,3,ONSITE,1.1,7,6,-1,5,3,2,0.6,1,0.97,17900.0,-0.0821,1,19500.0,0
Data / Python,Junior,1,ONSITE,1.1,0,3,3,5,0,5,0.0,3,1.0,6600.0,-0.3654,1,10400.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,3,1,-2,5,5,0,1.0,0,1.12,19100.0,0.0106,1,18900.0,1
DevOps / SRE,Pleno,2,HYBRID,1.05,3,4,1,5,5,0,1.0,4,1.12,17300.0,-0.0749,1,18700.0,1
Data / Python,Pleno,2,HYBRID,1.05,3,4,1,5,3,2,0.6,0,1.0,13700.0,-0.1437,1,16000.0,1
Data / Python,Pleno,2,ONSITE,1.1,4,1,-3,5,1,4,0.2,1,1.0,20600.0,0.3377,0,15400.0,0
Frontend React,Pleno,2,HYBRID,1.05,3,4,1,5,1,4,0.2,4,0.97,13400.0,-0.0219,1,13700.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,1,1,5,3,2,0.6,1,1.2,11300.0,-0.0887,1,12400.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,1,0,-1,5,4,1,0.8,1,1.2,12300.0,-0.0238,1,12600.0,1
Frontend React,Pleno,2,ONSITE,1.1,3,4,1,5,0,5,0.0,2,0.97,12400.0,-0.1507,1,14600.0,0
Backend Node.js,Junior,1,REMOTE,1.0,2,4,2,5,0,5,0.0,2,0.99,7900.0,-0.1684,0,9500.0,0
Machine Learning Eng.,Pleno,2,ONSITE,1.1,5,5,0,5,4,1,0.8,4,1.2,21700.0,-0.0046,1,21800.0,1
DevOps / SRE,Pleno,2,HYBRID,1.05,3,2,-1,5,1,4,0.2,4,1.12,16500.0,-0.175,0,20000.0,0
Backend Node.js,Pleno,2,ONSITE,1.1,4,2,-2,5,3,2,0.6,2,0.99,10700.0,-0.2246,1,13800.0,0
Backend Node.js,Pleno,2,ONSITE,1.1,5,6,1,5,4,1,0.8,0,0.99,18200.0,0.2215,1,14900.0,1
Frontend React,Pleno,2,ONSITE,1.1,5,5,0,5,4,1,0.8,4,0.97,14500.0,0.1417,1,12700.0,1
Fullstack,Senior,3,REMOTE,1.0,7,5,-2,5,5,0,1.0,2,0.99,14800.0,-0.2816,0,20600.0,1
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,0,0,5,4,1,0.8,4,1.2,13700.0,0.1322,0,12100.0,1
Frontend React,Pleno,2,HYBRID,1.05,5,8,3,5,0,5,0.0,1,0.97,13000.0,0.0484,0,12400.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,9,9,0,5,0,5,0.0,2,1.2,36200.0,0.1753,0,30800.0,0
Backend Node.js,Junior,1,HYBRID,1.05,1,4,3,5,3,2,0.6,0,0.99,11700.0,0.2581,0,9300.0,1
Backend Node.js,Junior,1,REMOTE,1.0,0,3,3,5,2,3,0.4,0,0.99,8400.0,-0.0233,1,8600.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,0,0,0,5,1,4,0.2,0,1.12,10100.0,-0.0982,1,11200.0,0
Data / Python,Pleno,2,HYBRID,1.05,5,7,2,5,5,0,1.0,2,1.0,16700.0,-0.0511,1,17600.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,1,3,2,5,0,5,0.0,3,1.12,9500.0,-0.24,1,12500.0,0
Data / Python,Senior,3,REMOTE,1.0,11,13,2,5,1,4,0.2,3,1.0,20500.0,-0.0807,1,22300.0,1
Data / Python,Pleno,2,REMOTE,1.0,3,0,-3,5,0,5,0.0,3,1.0,15600.0,-0.1333,1,18000.0,0
Machine Learning Eng.,Pleno,2,HYBRID,1.05,4,3,-1,5,5,0,1.0,4,1.2,18600.0,-0.0653,0,19900.0,1
Data / Python,Pleno,2,ONSITE,1.1,3,3,0,5,0,5,0.0,3,1.0,9300.0,-0.4114,1,15800.0,0
DevOps / SRE,Senior,3,REMOTE,1.0,9,8,-1,5,5,0,1.0,3,1.12,32600.0,0.128,1,28900.0,1
Fullstack,Junior,1,HYBRID,1.05,2,4,2,5,3,2,0.6,3,0.99,11200.0,0.0566,1,10600.0,1
Fullstack,Pleno,2,ONSITE,1.1,4,4,0,5,1,4,0.2,3,0.99,15900.0,-0.0479,1,16700.0,0
Machine Learning Eng.,Pleno,2,ONSITE,1.1,3,0,-3,5,0,5,0.0,4,1.2,25000.0,0.1161,1,22400.0,0
Backend Node.js,Junior,1,REMOTE,1.0,2,3,1,5,1,4,0.2,2,0.99,8400.0,-0.1158,0,9500.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,9,8,-1,5,0,5,0.0,2,1.2,30500.0,0.1423,1,26700.0,0
Fullstack,Pleno,2,HYBRID,1.05,3,5,2,5,5,0,1.0,3,0.99,13100.0,-0.1267,1,15000.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,4,4,0,5,2,3,0.4,3,1.2,23200.0,0.1208,1,20700.0,1
Data / Python,Senior,3,ONSITE,1.1,6,9,3,5,3,2,0.6,2,1.0,28700.0,0.1811,1,24300.0,1
Data / Python,Pleno,2,REMOTE,1.0,4,3,-1,5,5,0,1.0,1,1.0,7600.0,-0.5394,1,16500.0,1
Fullstack,Pleno,2,ONSITE,1.1,3,4,1,5,3,2,0.6,0,0.99,15000.0,-0.1892,0,18500.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,8,6,-2,5,0,5,0.0,1,1.12,21600.0,-0.1496,1,25400.0,0
Frontend React,Pleno,2,REMOTE,1.0,3,6,3,5,2,3,0.4,3,0.97,12200.0,0.0517,1,11600.0,1
Fullstack,Junior,1,HYBRID,1.05,2,4,2,5,2,3,0.4,1,0.99,9300.0,-0.1308,1,10700.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,5,7,2,5,4,1,0.8,4,0.99,16700.0,0.1208,0,14900.0,1
Frontend React,Junior,1,ONSITE,1.1,1,3,2,5,3,2,0.6,4,0.97,9900.0,0.0761,0,9200.0,1
DevOps / SRE,Pleno,2,ONSITE,1.1,5,7,2,5,5,0,1.0,0,1.12,22900.0,0.1624,1,19700.0,1
Data / Python,Senior,3,REMOTE,1.0,6,7,1,5,0,5,0.0,3,1.0,18600.0,-0.1308,0,21400.0,0
Fullstack,Junior,1,ONSITE,1.1,2,0,-2,5,0,5,0.0,1,0.99,12300.0,0.0513,1,11700.0,0
Data / Python,Senior,3,HYBRID,1.05,11,9,-2,5,4,1,0.8,1,1.0,25200.0,0.1004,1,22900.0,0
Backend Node.js,Junior,1,ONSITE,1.1,1,3,2,5,0,5,0.0,1,0.99,6300.0,-0.422,1,10900.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,7,5,-2,5,0,5,0.0,1,1.2,23500.0,-0.2007,1,29400.0,0
Frontend React,Pleno,2,HYBRID,1.05,3,4,1,5,0,5,0.0,3,0.97,10500.0,-0.1393,1,12200.0,0
Fullstack,Junior,1,ONSITE,1.1,2,4,2,5,3,2,0.6,1,0.99,7900.0,-0.1939,1,9800.0,1
Fullstack,Junior,1,ONSITE,1.1,1,1,0,5,5,0,1.0,1,0.99,11700.0,0.0446,1,11200.0,0
Frontend React,Pleno,2,HYBRID,1.05,3,1,-2,5,2,3,0.4,0,0.97,14900.0,0.0276,0,14500.0,0
Frontend React,Pleno,2,HYBRID,1.05,3,1,-2,5,0,5,0.0,1,0.97,14000.0,-0.0071,0,14100.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,1,0,-1,5,0,5,0.0,0,1.12,10500.0,-0.1667,1,12600.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,5,8,3,5,1,4,0.2,0,0.99,17100.0,0.0823,0,15800.0,0
Machine Learning Eng.,Junior,1,REMOTE,1.0,0,2,2,5,5,0,1.0,4,1.2,13400.0,0.0229,0,13100.0,1
Frontend React,Senior,3,HYBRID,1.05,12,9,-3,5,1,4,0.2,4,0.97,12000.0,-0.3443,1,18300.0,0
Fullstack,Pleno,2,HYBRID,1.05,5,7,2,5,5,0,1.0,3,0.99,11700.0,-0.2866,1,16400.0,1
Frontend React,Senior,3,ONSITE,1.1,8,6,-2,5,4,1,0.8,0,0.97,15600.0,-0.1285,1,17900.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,0,3,3,5,0,5,0.0,2,1.12,11900.0,0.0531,0,11300.0,0
Fullstack,Senior,3,HYBRID,1.05,7,8,1,5,0,5,0.0,3,0.99,19100.0,-0.0861,1,20900.0,0
Fullstack,Junior,1,REMOTE,1.0,2,0,-2,5,3,2,0.6,0,0.99,9600.0,0.0323,1,9300.0,0
Frontend React,Pleno,2,REMOTE,1.0,4,7,3,5,5,0,1.0,2,0.97,13300.0,0.0231,0,13000.0,1
Fullstack,Pleno,2,REMOTE,1.0,3,6,3,5,1,4,0.2,2,0.99,11100.0,-0.2345,1,14500.0,0
Fullstack,Junior,1,ONSITE,1.1,1,2,1,5,0,5,0.0,2,0.99,11300.0,0.0367,1,10900.0,0
Data / Python,Junior,1,HYBRID,1.05,0,0,0,5,1,4,0.2,0,1.0,8600.0,-0.165,1,10300.0,0
Backend Node.js,Senior,3,REMOTE,1.0,6,7,1,5,2,3,0.4,2,0.99,19300.0,-0.0052,1,19400.0,0
Data / Python,Pleno,2,ONSITE,1.1,5,6,1,5,2,3,0.4,4,1.0,14400.0,-0.0943,1,15900.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,6,7,1,5,0,5,0.0,3,1.2,18200.0,-0.3477,0,27900.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,4,6,2,5,1,4,0.2,0,0.99,18600.0,0.1071,0,16800.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,4,6,2,5,0,5,0.0,0,0.99,13500.0,-0.094,0,14900.0,0
Data / Python,Junior,1,HYBRID,1.05,0,2,2,5,3,2,0.6,1,1.0,8200.0,-0.287,0,11500.0,1
Fullstack,Pleno,2,HYBRID,1.05,4,5,1,5,5,0,1.0,3,0.99,17500.0,0.1364,1,15400.0,1
Backend Node.js,Senior,3,REMOTE,1.0,10,7,-3,5,1,4,0.2,3,0.99,16600.0,-0.0978,1,18400.0,0
Data / Python,Pleno,2,ONSITE,1.1,3,0,-3,5,5,0,1.0,2,1.0,10400.0,-0.4348,1,18400.0,1
DevOps / SRE,Senior,3,HYBRID,1.05,6,4,-2,5,2,3,0.4,3,1.12,20200.0,-0.2261,1,26100.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,2,4,2,5,4,1,0.8,3,1.12,13300.0,0.0726,1,12400.0,1
Fullstack,Pleno,2,ONSITE,1.1,4,1,-3,5,4,1,0.8,4,0.99,12300.0,-0.3128,1,17900.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,3,3,0,5,1,4,0.2,1,1.2,19200.0,0.1034,1,17400.0,0
